# Shopify Product Taxonomy: 0.3.0
gid://shopify/Taxonomy/Category/aa              : Apparel & Accessories
gid://shopify/Taxonomy/Category/fr-4-14-2-4     : Furniture > Cabinets & Storage > Vanities > Bedroom Vanities > Dressing Tables
gid://shopify/Taxonomy/Category/fr-4-14-2-5     : Furniture > Cabinets & Storage > Vanities > Bedroom Vanities > Lighted Vanities
gid://shopify/Taxonomy/Category/fr-4-14-2-6     : Furniture > Cabinets & Storage > Vanities > Bedroom Vanities > Makeup Vanities
gid://shopify/Taxonomy/Category/fr-4-14-2-7     : Furniture > Cabinets & Storage > Vanities > Bedroom Vanities > Mirrored Vanities
gid://shopify/Taxonomy/Category/fr-4-14-2-8     : Furniture > Cabinets & Storage > Vanities > Bedroom Vanities > Table Vanities
gid://shopify/Taxonomy/Category/fr-4-15         : Furniture > Cabinets & Storage > Wine & Liquor Cabinets
gid://shopify/Taxonomy/Category/fr-4-16         : Furniture > Cabinets & Storage > Wine Racks
gid://shopify/Taxonomy/Category/fr-5            : Furniture > Carts & Islands
gid://shopify/Taxonomy/Category/fr-5-1          : Furniture > Carts & Islands > Carts
gid://shopify/Taxonomy/Category/fr-5-2          : Furniture > Carts & Islands > Islands
gid://shopify/Taxonomy/Category/fr-6            : Furniture > Chair Accessories
gid://shopify/Taxonomy/Category/fr-6-1          : Furniture > Chair Accessories > Hanging Chair Replacement Parts
gid://shopify/Taxonomy/Category/fr-7            : Furniture > Chairs
gid://shopify/Taxonomy/Category/fr-7-1          : Furniture > Chairs > Armchairs, Recliners & Sleeper Chairs
gid://shopify/Taxonomy/Category/fr-7-1-1        : Furniture > Chairs > Armchairs, Recliners & Sleeper Chairs > Armchairs
gid://shopify/Taxonomy/Category/fr-7-1-2        : Furniture > Chairs > Armchairs, Recliners & Sleeper Chairs > Recliners
gid://shopify/Taxonomy/Category/fr-7-1-3        : Furniture > Chairs > Armchairs, Recliners & Sleeper Chairs > Sleeper Chairs
gid://shopify/Taxonomy/Category/fr-7-2          : Furniture > Chairs > Bean Bag Chairs
gid://shopify/Taxonomy/Category/fr-7-3          : Furniture > Chairs > Chaises
gid://shopify/Taxonomy/Category/fr-7-3-1        : Furniture > Chairs > Chaises > Armless Chaises
gid://shopify/Taxonomy/Category/fr-7-3-2        : Furniture > Chairs > Chaises > Chaise Longues
gid://shopify/Taxonomy/Category/fr-7-3-3        : Furniture > Chairs > Chaises > Double Chaises Longues
gid://shopify/Taxonomy/Category/fr-7-3-5        : Furniture > Chairs > Chaises > Reclining Chaises Longues
gid://shopify/Taxonomy/Category/fr-7-4          : Furniture > Chairs > Electric Massaging Chairs
gid://shopify/Taxonomy/Category/fr-7-5          : Furniture > Chairs > Floor Chairs
gid://shopify/Taxonomy/Category/fr-7-6          : Furniture > Chairs > Folding Chairs & Stools
gid://shopify/Taxonomy/Category/fr-7-6-1        : Furniture > Chairs > Folding Chairs & Stools > Folding Chairs
gid://shopify/Taxonomy/Category/fr-7-6-2        : Furniture > Chairs > Folding Chairs & Stools > Folding Stools
gid://shopify/Taxonomy/Category/fr-7-7          : Furniture > Chairs > Gaming Chairs
gid://shopify/Taxonomy/Category/fr-7-8          : Furniture > Chairs > Hanging Chairs
gid://shopify/Taxonomy/Category/fr-7-9          : Furniture > Chairs > Kitchen & Dining Room Chairs
gid://shopify/Taxonomy/Category/fr-7-10         : Furniture > Chairs > Rocking Chairs
gid://shopify/Taxonomy/Category/fr-7-10-1       : Furniture > Chairs > Rocking Chairs > Classic Rocking Chairs
gid://shopify/Taxonomy/Category/fr-7-10-4       : Furniture > Chairs > Rocking Chairs > Kids' Rocking Chairs
gid://shopify/Taxonomy/Category/fr-7-10-5       : Furniture > Chairs > Rocking Chairs > Nursery Rocking Chairs
gid://shopify/Taxonomy/Category/fr-7-11         : Furniture > Chairs > Slipper Chairs
gid://shopify/Taxonomy/Category/fr-7-12         : Furniture > Chairs > Table & Bar Stools
gid://shopify/Taxonomy/Category/fr-7-12-1       : Furniture > Chairs > Table & Bar Stools > Adjustable Bar Stools
gid://shopify/Taxonomy/Category/fr-7-12-2       : Furniture > Chairs > Table & Bar Stools > Bar Stools
gid://shopify/Taxonomy/Category/fr-8            : Furniture > Daybeds
gid://shopify/Taxonomy/Category/fr-9            : Furniture > Entertainment Centers & TV Stands
gid://shopify/Taxonomy/Category/fr-10           : Furniture > Furniture Sets
gid://shopify/Taxonomy/Category/fr-10-1         : Furniture > Furniture Sets > Bathroom Furniture Sets
gid://shopify/Taxonomy/Category/fr-10-2         : Furniture > Furniture Sets > Bedroom Furniture Sets
gid://shopify/Taxonomy/Category/fr-10-3         : Furniture > Furniture Sets > Kitchen & Dining Furniture Sets
gid://shopify/Taxonomy/Category/fr-10-4         : Furniture > Furniture Sets > Living Room Furniture Sets
gid://shopify/Taxonomy/Category/fr-11           : Furniture > Futons
gid://shopify/Taxonomy/Category/fr-11-1         : Furniture > Futons > Futon Frames
gid://shopify/Taxonomy/Category/fr-11-2         : Furniture > Futons > Futon Pads
gid://shopify/Taxonomy/Category/fr-12           : Furniture > Office Furniture
gid://shopify/Taxonomy/Category/fr-12-1         : Furniture > Office Furniture > Desks
gid://shopify/Taxonomy/Category/fr-12-2         : Furniture > Office Furniture > Office Chairs
gid://shopify/Taxonomy/Category/fr-12-3         : Furniture > Office Furniture > Office Furniture Sets
gid://shopify/Taxonomy/Category/fr-12-4         : Furniture > Office Furniture > Workspace Tables
gid://shopify/Taxonomy/Category/fr-12-4-1       : Furniture > Office Furniture > Workspace Tables > Art & Drafting Tables
gid://shopify/Taxonomy/Category/fr-12-4-2       : Furniture > Office Furniture > Workspace Tables > Conference Room Tables
gid://shopify/Taxonomy/Category/fr-12-5         : Furniture > Office Furniture > Workstations & Cubicles
gid://shopify/Taxonomy/Category/fr-13           : Furniture > Office Furniture Accessories
gid://shopify/Taxonomy/Category/fr-13-1         : Furniture > Office Furniture Accessories > Desk Parts & Accessories
gid://shopify/Taxonomy/Category/fr-13-2         : Furniture > Office Furniture Accessories > Office Chair Accessories
gid://shopify/Taxonomy/Category/fr-13-3         : Furniture > Office Furniture Accessories > Workstation & Cubicle Accessories
gid://shopify/Taxonomy/Category/fr-14           : Furniture > Ottomans
gid://shopify/Taxonomy/Category/fr-15           : Furniture > Outdoor Furniture
gid://shopify/Taxonomy/Category/fr-15-1         : Furniture > Outdoor Furniture > Outdoor Beds
gid://shopify/Taxonomy/Category/fr-15-1-1       : Furniture > Outdoor Furniture > Outdoor Beds > Bunk Beds
gid://shopify/Taxonomy/Category/fr-15-1-2       : Furniture > Outdoor Furniture > Outdoor Beds > Cabana Beds
gid://shopify/Taxonomy/Category/fr-15-1-3       : Furniture > Outdoor Furniture > Outdoor Beds > Canopy Beds
gid://shopify/Taxonomy/Category/fr-15-1-4       : Furniture > Outdoor Furniture > Outdoor Beds > Daybeds
gid://shopify/Taxonomy/Category/fr-15-1-5       : Furniture > Outdoor Furniture > Outdoor Beds > Futons
gid://shopify/Taxonomy/Category/fr-15-1-7       : Furniture > Outdoor Furniture > Outdoor Beds > Poolside Beds
gid://shopify/Taxonomy/Category/fr-15-1-8       : Furniture > Outdoor Furniture > Outdoor Beds > Sunbeds
gid://shopify/Taxonomy/Category/fr-15-1-9       : Furniture > Outdoor Furniture > Outdoor Beds > Swings
gid://shopify/Taxonomy/Category/fr-15-2         : Furniture > Outdoor Furniture > Outdoor Furniture Sets
gid://shopify/Taxonomy/Category/fr-15-3         : Furniture > Outdoor Furniture > Outdoor Ottomans
gid://shopify/Taxonomy/Category/fr-15-3-1       : Furniture > Outdoor Furniture > Outdoor Ottomans > Cocktail Ottomans
gid://shopify/Taxonomy/Category/fr-15-3-2       : Furniture > Outdoor Furniture > Outdoor Ottomans > Foldable Ottomans
gid://shopify/Taxonomy/Category/fr-15-3-3       : Furniture > Outdoor Furniture > Outdoor Ottomans > Footstools
gid://shopify/Taxonomy/Category/fr-15-3-4       : Furniture > Outdoor Furniture > Outdoor Ottomans > Glider Ottomans
gid://shopify/Taxonomy/Category/fr-15-3-5       : Furniture > Outdoor Furniture > Outdoor Ottomans > Hassocks
gid://shopify/Taxonomy/Category/fr-15-3-6       : Furniture > Outdoor Furniture > Outdoor Ottomans > Ottoman Benches
gid://shopify/Taxonomy/Category/fr-15-3-7       : Furniture > Outdoor Furniture > Outdoor Ottomans > Ottoman Cubes
gid://shopify/Taxonomy/Category/fr-15-3-8       : Furniture > Outdoor Furniture > Outdoor Ottomans > Poufs
gid://shopify/Taxonomy/Category/fr-15-3-9       : Furniture > Outdoor Furniture > Outdoor Ottomans > Rectangle Ottomans
gid://shopify/Taxonomy/Category/fr-15-3-10      : Furniture > Outdoor Furniture > Outdoor Ottomans > Round Ottomans
gid://shopify/Taxonomy/Category/fr-15-3-11      : Furniture > Outdoor Furniture > Outdoor Ottomans > Shoe Storage Ottomans
gid://shopify/Taxonomy/Category/fr-15-3-12      : Furniture > Outdoor Furniture > Outdoor Ottomans > Sleeper Ottomans
gid://shopify/Taxonomy/Category/fr-15-3-13      : Furniture > Outdoor Furniture > Outdoor Ottomans > Square Ottomans
gid://shopify/Taxonomy/Category/fr-15-3-14      : Furniture > Outdoor Furniture > Outdoor Ottomans > Storage Ottomans
gid://shopify/Taxonomy/Category/fr-15-3-15      : Furniture > Outdoor Furniture > Outdoor Ottomans > Tray Top Ottomans
gid://shopify/Taxonomy/Category/fr-15-3-16      : Furniture > Outdoor Furniture > Outdoor Ottomans > Tufted Ottomans
gid://shopify/Taxonomy/Category/fr-15-4         : Furniture > Outdoor Furniture > Outdoor Seating
gid://shopify/Taxonomy/Category/fr-15-4-1       : Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Benches
gid://shopify/Taxonomy/Category/fr-15-4-1-10    : Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Benches > Picnic Benches
gid://shopify/Taxonomy/Category/fr-15-4-1-11    : Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Benches > Storage Benches
gid://shopify/Taxonomy/Category/fr-15-4-1-12    : Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Benches > Swing Benches
gid://shopify/Taxonomy/Category/fr-15-4-2       : Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs
gid://shopify/Taxonomy/Category/fr-15-4-2-5     : Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs > Club Chairs
gid://shopify/Taxonomy/Category/fr-15-4-2-9     : Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs > Folding Chairs
gid://shopify/Taxonomy/Category/fr-15-4-2-15    : Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs > Rocking Chairs
gid://shopify/Taxonomy/Category/fr-15-4-2-16    : Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs > Sling Chairs
gid://shopify/Taxonomy/Category/fr-15-4-2-18    : Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs > Swing Chairs
gid://shopify/Taxonomy/Category/fr-15-4-3       : Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Sectional Sofa Units
gid://shopify/Taxonomy/Category/fr-15-4-4       : Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Sofas
gid://shopify/Taxonomy/Category/fr-15-4-4-1     : Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Sofas > Loveseat Sofas
gid://shopify/Taxonomy/Category/fr-15-4-4-2     : Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Sofas > Sectional Sofas
gid://shopify/Taxonomy/Category/fr-15-4-5       : Furniture > Outdoor Furniture > Outdoor Seating > Sunloungers
gid://shopify/Taxonomy/Category/fr-15-5         : Furniture > Outdoor Furniture > Outdoor Storage Boxes
gid://shopify/Taxonomy/Category/fr-15-6         : Furniture > Outdoor Furniture > Outdoor Tables
gid://shopify/Taxonomy/Category/fr-15-6-1       : Furniture > Outdoor Furniture > Outdoor Tables > Bar Tables
gid://shopify/Taxonomy/Category/fr-15-6-2       : Furniture > Outdoor Furniture > Outdoor Tables > Bistro Tables
gid://shopify/Taxonomy/Category/fr-15-6-3       : Furniture > Outdoor Furniture > Outdoor Tables > Coffee Tables
gid://shopify/Taxonomy/Category/fr-15-6-4       : Furniture > Outdoor Furniture > Outdoor Tables > Console Tables
gid://shopify/Taxonomy/Category/fr-15-6-5       : Furniture > Outdoor Furniture > Outdoor Tables > Dining Tables
gid://shopify/Taxonomy/Category/fr-15-6-7       : Furniture > Outdoor Furniture > Outdoor Tables > Fire Pits
gid://shopify/Taxonomy/Category/fr-15-6-9       : Furniture > Outdoor Furniture > Outdoor Tables > Game Tables
gid://shopify/Taxonomy/Category/fr-15-6-11      : Furniture > Outdoor Furniture > Outdoor Tables > Poolside Tables
gid://shopify/Taxonomy/Category/fr-16           : Furniture > Outdoor Furniture Accessories
gid://shopify/Taxonomy/Category/fr-16-1         : Furniture > Outdoor Furniture Accessories > Outdoor Furniture Covers
gid://shopify/Taxonomy/Category/fr-17           : Furniture > Room Divider Accessories
gid://shopify/Taxonomy/Category/fr-18           : Furniture > Room Dividers
gid://shopify/Taxonomy/Category/fr-19           : Furniture > Shelving
gid://shopify/Taxonomy/Category/fr-19-1         : Furniture > Shelving > Bookcases & Standing Shelves
gid://shopify/Taxonomy/Category/fr-19-1-1       : Furniture > Shelving > Bookcases & Standing Shelves > Corner Bookcases & Shelves
gid://shopify/Taxonomy/Category/fr-19-1-2       : Furniture > Shelving > Bookcases & Standing Shelves > Floating Bookcases & Shelves
gid://shopify/Taxonomy/Category/fr-19-1-3       : Furniture > Shelving > Bookcases & Standing Shelves > Ladder Bookcases & Shelves
gid://shopify/Taxonomy/Category/fr-19-1-4       : Furniture > Shelving > Bookcases & Standing Shelves > Modular Bookcases & Shelves
gid://shopify/Taxonomy/Category/fr-19-1-5       : Furniture > Shelving > Bookcases & Standing Shelves > Rack Bookcases & Shelves
gid://shopify/Taxonomy/Category/fr-19-2         : Furniture > Shelving > Wall Shelves & Ledges
gid://shopify/Taxonomy/Category/fr-19-2-1       : Furniture > Shelving > Wall Shelves & Ledges > Corner Wall Shelves & Ledges
gid://shopify/Taxonomy/Category/fr-19-2-2       : Furniture > Shelving > Wall Shelves & Ledges > Floating Wall Shelves & Ledges
gid://shopify/Taxonomy/Category/fr-19-2-3       : Furniture > Shelving > Wall Shelves & Ledges > Ladder Wall Shelves & Ledges
gid://shopify/Taxonomy/Category/fr-19-2-4       : Furniture > Shelving > Wall Shelves & Ledges > Modular Wall Shelves & Ledges
gid://shopify/Taxonomy/Category/fr-19-2-5       : Furniture > Shelving > Wall Shelves & Ledges > Rack Wall Shelves & Ledges
gid://shopify/Taxonomy/Category/fr-20           : Furniture > Shelving Accessories
gid://shopify/Taxonomy/Category/fr-20-1         : Furniture > Shelving Accessories > Replacement Shelves
gid://shopify/Taxonomy/Category/fr-21           : Furniture > Sofa Accessories
gid://shopify/Taxonomy/Category/fr-21-1         : Furniture > Sofa Accessories > Chair & Sofa Supports
gid://shopify/Taxonomy/Category/fr-21-2         : Furniture > Sofa Accessories > Sectional Sofa Units
gid://shopify/Taxonomy/Category/fr-22           : Furniture > Sofas
gid://shopify/Taxonomy/Category/fr-22-1         : Furniture > Sofas > Chaise Longue Sofas
gid://shopify/Taxonomy/Category/fr-22-3         : Furniture > Sofas > Corner Sofas
gid://shopify/Taxonomy/Category/fr-22-4         : Furniture > Sofas > Loveseat Sofas
gid://shopify/Taxonomy/Category/fr-22-6         : Furniture > Sofas > Sectional Sofas
gid://shopify/Taxonomy/Category/fr-23           : Furniture > Table Accessories
gid://shopify/Taxonomy/Category/fr-23-1         : Furniture > Table Accessories > Table Legs
gid://shopify/Taxonomy/Category/fr-23-2         : Furniture > Table Accessories > Table Tops
gid://shopify/Taxonomy/Category/fr-24           : Furniture > Tables
gid://shopify/Taxonomy/Category/fr-24-1         : Furniture > Tables > Accent Tables
gid://shopify/Taxonomy/Category/fr-24-1-1       : Furniture > Tables > Accent Tables > Coffee Tables
gid://shopify/Taxonomy/Category/fr-24-1-2       : Furniture > Tables > Accent Tables > End Tables
gid://shopify/Taxonomy/Category/fr-24-1-3       : Furniture > Tables > Accent Tables > Sofa Tables
gid://shopify/Taxonomy/Category/fr-24-2         : Furniture > Tables > Activity Tables
gid://shopify/Taxonomy/Category/fr-24-3         : Furniture > Tables > Folding Tables
gid://shopify/Taxonomy/Category/fr-24-4         : Furniture > Tables > Kitchen & Dining Room Tables
gid://shopify/Taxonomy/Category/fr-24-4-1       : Furniture > Tables > Kitchen & Dining Room Tables > Console Tables
gid://shopify/Taxonomy/Category/fr-24-5         : Furniture > Tables > Kotatsu
gid://shopify/Taxonomy/Category/fr-24-6         : Furniture > Tables > Nightstands
gid://shopify/Taxonomy/Category/fr-24-7         : Furniture > Tables > Poker & Game Tables
gid://shopify/Taxonomy/Category/fr-24-8         : Furniture > Tables > Sewing Machine Tables
gid://shopify/Taxonomy/Category/hb              : Health & Beauty
gid://shopify/Taxonomy/Category/hb-1            : Health & Beauty > Health Care
gid://shopify/Taxonomy/Category/hb-1-1          : Health & Beauty > Health Care > Acupuncture
gid://shopify/Taxonomy/Category/hb-1-1-1        : Health & Beauty > Health Care > Acupuncture > Acupuncture Models
gid://shopify/Taxonomy/Category/hb-1-1-2        : Health & Beauty > Health Care > Acupuncture > Acupuncture Needles
gid://shopify/Taxonomy/Category/hb-1-2          : Health & Beauty > Health Care > Bed Pans
gid://shopify/Taxonomy/Category/hb-1-3          : Health & Beauty > Health Care > Biometric Monitor Accessories
gid://shopify/Taxonomy/Category/hb-1-3-1        : Health & Beauty > Health Care > Biometric Monitor Accessories > Activity Monitor Accessories
